region_id	region_label	prefix	maker	maker_zh	maker_ja	code_read	status	notes
japan_censored	日本有码	ATKD	Attackers / 攻击者	Attackers / 攻击者	アタッカーズ	std3_dmm	active	精选打包 · 本地库确认
japan_censored	日本有码	AUKG	U&K / ユーアンドケー	U&K	U＆K	std3_dmm	active	本地库确认
japan_censored	日本有码	AVOP	AVS collector / 收藏家	AVS / 收藏家	AVSコレクターズ	std3_dmm	active	本地库确认
japan_censored	日本有码	AVSA	AVS collector / 收藏家	AVS / 收藏家	AVS collector’s	std3_dmm	active	权威站:javbus · 本地库确认 · 色花堂有码列表×3
japan_censored	日本有码	BACJ	Bermuda / 百慕大		BALTAN＜バルタン＞	std3_dmm	active	色花堂有码列表×1 · DMM确认
japan_censored	日本有码	BAGR	BALTAN		バルタン	std3_dmm	active	色花堂有码列表×2 · DMM确认 · 用户确认 · 改挂 BALTAN
japan_censored	日本有码	BBAN	Bibian / 女同	Bibian / 女同	ビビアン	std3_dmm	active	女同主线 · 权威站:javbus · 本地库确认
japan_censored	日本有码	BBI	Chijo Heaven / 痴女天堂	Chijo Heaven / 痴女天堂	痴女ヘブン	std3_dmm	active	较早线 · 本地库确认
japan_censored	日本有码	BBTU	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	BDSR	Big Morkal / ビッグモーカル	Big Morkal	いきなりエロざんまい	std3_dmm	active	本地库确认
japan_censored	日本有码	BEB	痴女ヘブン		痴女ヘブン	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	BF	BeFree / 比弗利	BeFree / 比弗利	BeFree	std3_dmm	active	戏剧单片 · 本地库确认
japan_censored	日本有码	BGN	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	出道类 · 本地库确认
japan_censored	日本有码	BID	Chijo Heaven / 痴女天堂	Chijo Heaven / 痴女天堂	痴女ヘブン	std3_dmm	active	较早旁支 · 本地库确认
japan_censored	日本有码	BIJN	Bijin Majo / 美人魔女	美人魔女	美人魔女/エマニエル	std3_dmm	active	本地库确认
japan_censored	日本有码	BKD	ルビー		ルビー	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	BLK	kira☆kira / 闪闪	kira☆kira / 闪闪	kira☆kira	std3_dmm	active	辣妹黑系主线 · 本地库确认
japan_censored	日本有码	BLO	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	人妻向 · 本地库确认
japan_censored	日本有码	BLOR	ブロッコリー/妄想族		ブロッコリー/妄想族	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	BMW	WANZ FACTORY / 顽姿	WANZ FACTORY / 顽姿	ワンズファクトリー	std3_dmm	active	精选/打包 · 本地库确认
japan_censored	日本有码	BOBB	Boin Box / ボインボックス	BoinBB	ボインボックス	std3_dmm	active	本地库确认
japan_censored	日本有码	BONY	Bonita / ボニータ	Bonita	ボニータ	std3_dmm	active	本地库确认
japan_censored	日本有码	CADV	クリスタル映像		クリスタル映像	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CAWD	kawaii / 卡哇伊	kawaii / 卡哇伊	kawaii*	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	CEAD	セレブの友		セレブの友	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CEMD	Celeb no Tomo / セレブの友	Celeb no Tomo	セレブの友	std3_dmm	active	权威站:javbus · 本地库确认 · 色花堂有码列表×6
japan_censored	日本有码	CESD	Celeb no Tomo / セレブの友	Celeb no Tomo	セレブの友	std3_dmm	active	本地库确认
japan_censored	日本有码	CHN	PRESTIGE / 普雷斯提奇		プレステージ	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	CHRV	チェリーズれぼ/妄想族		チェリーズれぼ/妄想族	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CJOB	Chijo Heaven / 痴女天堂	Chijo Heaven / 痴女天堂	痴女ヘブン	std3_dmm	active	集团:WILL集团（原CA/北都集团）；IPPA:010054；官网:https://bi-av.com/top；原片商美
japan_censored	日本有码	CJOD	Chijo Heaven / 痴女天堂	Chijo Heaven / 痴女天堂	痴女ヘブン	std3_dmm	active	现行主线 · 本地库确认
japan_censored	日本有码	CJVR	Chijo Heaven / 痴女天堂	Chijo Heaven / 痴女天堂	痴女ヘブン	std3_dmm	active	集团:WILL集团（原CA/北都集团）；IPPA:010054；官网:https://bi-av.com/top；原片商美
japan_censored	日本有码	CLO	ケラ工房		ケラ工房	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CLOT	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	CLUB	Hentai Shinshi Club / 变态绅士俱乐部	变态绅士俱乐部	変態紳士倶楽部	std3_dmm	active	主线 · 本地库确认
japan_censored	日本有码	CMN	Cinemagic / 电影魔术		シネマジック	std3_dmm	active	色花堂有码列表×1 · DMM确认
japan_censored	日本有码	CMV	シネマジック		シネマジック	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CRNX	クリスタル映像		クリスタル映像	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CRPD	クロス		クロス	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	CVDX	Celeb no Tomo / セレブの友	Celeb no Tomo	セレブの友	std3_dmm	active	本地库确认
japan_censored	日本有码	CWM	Dream Ticket / ドリームチケット	Dream Ticket	ワープエンタテインメント	std3_dmm	active	本地库确认
japan_censored	日本有码	DANDY	DANDY / 丹迪	DANDY / 丹迪	DANDY	std3_dmm	active	厂牌同名主线 · 本地库确认
japan_censored	日本有码	DANDYA	DANDY		DANDY	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DASD	Das! / 达斯	Das! / 达斯	ダスッ！	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	DASS	Das! / 达斯	Das! / 达斯	ダスッ！	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	DAVK	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	DAZD	Das! / 达斯	Das! / 达斯	ダスッ！	std3_dmm	active	精选 · 权威站:javbus · 本地库确认 · 色花堂有码列表×1
japan_censored	日本有码	DDB	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DDK	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DDT	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DEL	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	DGCEMD	セレブの友		セレブの友	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DIC	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	DLDSS	DAHLIA / ダリア	DAHLIA	ダリア	std3_open	active	人妻戏剧单片 · 本地库确认
japan_censored	日本有码	DMOW	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	DNJR	犬/妄想族		犬/妄想族	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DOA	Bermuda		バミューダ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DOCP	DOC		DOC	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DOJN	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	DOKS	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖) · 旧番号 · 用户确认
japan_censored	日本有码	DRPT	電脳ラスプーチン		電脳ラスプーチン	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DSE	ドリームチケット		ドリームチケット	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	DSOD	ダスッ！		ダスッ！	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DSVR	SOD Create / SOD制作	SOD Create / SOD制作	SODクリエイト	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	DV	Alice Japan / 爱丽丝日本	Alice Japan / 爱丽丝日本	アリスJAPAN	std3_dmm	active	经典主线 · 本地库确认
japan_censored	日本有码	DVAJ	Alice Japan / 爱丽丝日本	Alice Japan / 爱丽丝日本	アリスJAPAN	std3_dmm	active	较新常见 · 权威站:javbus · 本地库确认 · 色花堂有码列表×2
japan_censored	日本有码	DVDES	DEEP'S / 深斯	DEEP'S / 深斯	ディープス	std3_dmm	active	较早 · 本地库确认
japan_censored	日本有码	DVDMS	DEEP'S / 深斯	DEEP'S / 深斯	ディープス	std3_dmm	active	魔镜号等 · 本地库确认
japan_censored	日本有码	DVDPS	ディープス		ディープス	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DVEH	ディープス		ディープス	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DVMM	DEEP'S / 深斯	DEEP'S / 深斯	ディープス	std3_dmm	active	现行企划 · 本地库确认
japan_censored	日本有码	DVRT	ディープス		ディープス	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	DWD	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	EBOD	E-BODY / 好身材	E-BODY / 好身材	E-BODY	std3_dmm	active	经典身材线 · 本地库确认
japan_censored	日本有码	EBWH	E-BODY / 好身材	E-BODY / 好身材	E-BODY	std3_dmm	active	现行主线 · 本地库确认
japan_censored	日本有码	EKDV	Crystal Eizou / クリスタル映像		クリスタル映像	std3_dmm	active	色花堂有码列表×2 · DMM未命中·待复核
japan_censored	日本有码	ELO	エロチカ		エロチカ	std3_dmm	active	本地库高频确认(≥100帖) · 旧番号 · 用户确认
japan_censored	日本有码	EMBZ	EMBZ / 淫美		エムビーズ	std3_dmm	active	色花堂有码列表×1 · DMM确认
japan_censored	日本有码	EMOI	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=45
japan_censored	日本有码	EMOIS	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	ENFD	Other Gravure / 其他写真		その他グラビア	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	ESK	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	EVO	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	EYAN	E-BODY / 好身材	E-BODY / 好身材	E-BODY	std3_dmm	active	人妻身材 · 本地库确认
japan_censored	日本有码	EZD	プレステージ		プレステージ	std3_dmm	active	本地库高频确认(≥100帖) · 早期番号 · 用户确认
japan_censored	日本有码	FAD	FAプロ		FAプロ	std3_dmm	active	本地库高频确认(≥100帖) · ヘンリー塚本系 · 用户确认
japan_censored	日本有码	FAX	FA Pro / FAプロ	FA Pro	FAプロ	std3_dmm	active	本地库确认
japan_censored	日本有码	FCDSS	FALENO / 法雷诺	FALENO / 法雷诺	ファレノ	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	FCP	DOC		DOC	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	FERA	センタービレッジ		センタービレッジ	std3_dmm	active	本地库高频确认(≥100帖) · 楽園レーベル · 用户确认
japan_censored	日本有码	FJIN	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	active	本地库确认
japan_censored	日本有码	FLAV	Digital Ark		デジタルアーク	std3_dmm	active	色花堂有码列表×1 · DMM确认 · 用户确认 · FLAV 属 Digital Ark
japan_censored	日本有码	FLNS	FALENO / 法雷诺	FALENO / 法雷诺	ファレノ	std3_dmm	active	少量旁支 · 本地库确认
japan_censored	日本有码	FNS	FALENO / 法雷诺	FALENO / 法雷诺	ファレノ	std3_dmm	active	数字星线 · 权威站:javbus · 本地库确认
japan_censored	日本有码	FOCS	Focus / フォーカス	Focus	フォーカス	std3_dmm	active	主线 · 本地库确认
japan_censored	日本有码	FPRE	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	Premium 系 · 本地库确认
japan_censored	日本有码	FSDSS	FALENO / 法雷诺	FALENO / 法雷诺	ファレノ	std3_open	active	专属单片 · 本地库确认
japan_censored	日本有码	FSET	AKNR / 明纪	AKNR / 明纪	アキノリ	std3_dmm	active	常见企划 · 本地库确认
japan_censored	日本有码	FSVSS	FALENO / 法雷诺	FALENO / 法雷诺	ファレノ	std3_dmm	active	权威站:mgstage · 自素人数字头406FSVSS迁入
japan_censored	日本有码	FTAV	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=14
japan_censored	日本有码	FTHTD	FALENO TUBE		FALENO TUBE	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	FTN	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	FWAY	FAIR＆WAY		FAIR＆WAY	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	GAJK	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	GARA	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	GIGL	GIGOLO / ジゴロ	GIGOLO	ジゴロ	std3_dmm	active	本地库确认
japan_censored	日本有码	GMA	Global Media Annex / 全球媒体		グローバルメディアアネックス	std3_dmm	active	色花堂有码列表×2 · DMM确认
japan_censored	日本有码	GOJU	五十路ん		五十路ん	std3_dmm	active	本地库高频确认(≥100帖) · 五十路熟女 · 用户确认
japan_censored	日本有码	GS	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	GTJ	ドグマ		ドグマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	GVG	Glory Quest / グローリークエスト	Glory Quest	グローリークエスト	std3_dmm	active	较早 · 本地库确认
japan_censored	日本有码	GVH	Glory Quest / グローリークエスト	Glory Quest	グローリークエスト	std3_dmm	active	现行更常见 · 权威站:javbus · 本地库确认 · 色花堂有码列表×2
japan_censored	日本有码	HAVD	Hibino / ヒビノ	Hibino	ヒビノ	std3_dmm	active	常见主线 · 本地库确认
japan_censored	日本有码	HAWA	Cosmos Eizou / コスモス映像	Cosmos	コスモス映像	std3_dmm	active	本地库确认
japan_censored	日本有码	HBAD	Hibino / ヒビノ	Hibino	ヒビノ	std3_dmm	active	常见主线 · 本地库确认
japan_censored	日本有码	HHF	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	HIKR	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	少量旁支 · 本地库确认
japan_censored	日本有码	HISN	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=15
japan_censored	日本有码	HJMO	はじめ企画		はじめ企画	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	HMN	Hon-Naka / 本中	Hon-Naka / 本中	本中	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	HND	Hon-Naka / 本中	Hon-Naka / 本中	本中	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	HNDB	Hon-Naka / 本中	Hon-Naka / 本中	本中	std3_dmm	active	少量打包 · 本地库确认
japan_censored	日本有码	HNDS	Hon-Naka / 本中	Hon-Naka / 本中	本中	std3_dmm	active	系列/合集 · 本地库确认
japan_censored	日本有码	HODV	h.m.p / エイチエムピー	h.m.p	エイチエムピー	std3_dmm	active	常见主线 · 本地库确认
japan_censored	日本有码	HOKS	FAプロ		FAプロ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	HOMA	h.m.p DORAMA		h.m.p DORAMA	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	HONB	本中		本中	std3_dmm	active	本地库高频确认(≥100帖) · 中出し系 · 用户确认
japan_censored	日本有码	HRDV	h.m.p / エイチエムピー	h.m.p	エイチエムピー	std3_dmm	active	较早 · 本地库确认
japan_censored	日本有码	HSAM	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=8
japan_censored	日本有码	HSDAM	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=31
japan_censored	日本有码	HSODA	Hsoda		Hsoda	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	HTHD	Center Village / センタービレッジ	Center Village	センタービレッジ	std3_dmm	active	本地库确认
japan_censored	日本有码	HUBLK	Hunter		Hunter	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	HUNBL	Hunter / 猎人	Hunter / 猎人	ハンター	std3_dmm	active	蓝光/特别版一类 · 本地库确认
japan_censored	日本有码	HUNT	Hunter / 猎人	Hunter / 猎人	ハンター	std3_dmm	active	短前缀 · 本地库确认
japan_censored	日本有码	HUNTA	Hunter / 猎人	Hunter / 猎人	ハンター	std3_dmm	active	较早企划 · 本地库确认
japan_censored	日本有码	HUNTB	Hunter / 猎人	Hunter / 猎人	ハンター	std3_dmm	active	常见企划 · 本地库确认
japan_censored	日本有码	HUNTC	Hunter / 猎人	Hunter / 猎人	ハンター	std3_dmm	active	较新企划 · 权威站:javbus · 本地库确认
japan_censored	日本有码	HYPN	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=48
japan_censored	日本有码	HZGD	Hitozuma Hanazono / 人妻花园剧场	人妻花园剧场	人妻花園劇場	std3_dmm	active	本地库确认
japan_censored	日本有码	IBW	I.B.WORKS		I.B.WORKS	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	IDBD	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_dmm	active	精选合集 · 本地库确认
japan_censored	日本有码	IENE	アイエナジー		アイエナジー	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	IENF	IEnergy / アイエナジー	IEnergy	アイエナジー	std3_dmm	active	本地库确认
japan_censored	日本有码	IESP	IEnergy / アイエナジー	IEnergy	アイエナジー	std3_dmm	active	本地库确认
japan_censored	日本有码	INSTV	HMN WORKS		HMN WORKS	std3_dmm	active	本地库高频确认(≥100帖) · いんすた · 用户确认
japan_censored	日本有码	INU	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	IPSD	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_dmm	active	少量旁支 · 本地库确认
japan_censored	日本有码	IPTD	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_dmm	active	最早主线 · 本地库确认
japan_censored	日本有码	IPVR	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	IPX	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_open	active	上一代主线 · 本地库确认
japan_censored	日本有码	IPZ	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_open	active	更早主线 · 本地库确认
japan_censored	日本有码	IPZZ	IDEA POCKET / アイデアポケット	Idea Pocket	アイデアポケット	std3_open	active	现行主线 · 权威站:javbus · 本地库确认
japan_censored	日本有码	ISCR	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=6
japan_censored	日本有码	JAN	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	JBD	Attackers / 攻击者	Attackers / 攻击者	アタッカーズ	std3_dmm	active	高强度调教 · 本地库确认
japan_censored	日本有码	JBS	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	JCN	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	JFB	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	精选/旧线 · 本地库确认
japan_censored	日本有码	JKSR	Big Morkal / ビッグモーカル	Big Morkal	ビッグモーカル	std3_dmm	active	本地库确认
japan_censored	日本有码	JOB	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	
japan_censored	日本有码	JQRE	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=31
japan_censored	日本有码	JRZE	Center Village / センタービレッジ	Center Village	センタービレッジ	std3_dmm	active	本地库确认
japan_censored	日本有码	JUC	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	较早 DVD · 本地库确认
japan_censored	日本有码	JUFD	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	JUFE	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	现行主线 · 本地库确认
japan_censored	日本有码	JUK	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=127；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	JUKD	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	最早主线 · 本地库确认
japan_censored	日本有码	JUL	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_open	active	更早主线 · 本地库确认
japan_censored	日本有码	JUMS	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=169
japan_censored	日本有码	JUNY	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	丰满旁支 · 本地库确认
japan_censored	日本有码	JUQ	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_open	active	上一代主线 · 本地库确认
japan_censored	日本有码	JUR	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	现行主线 · 权威站:javbus · 本地库确认 · 色花堂有码列表×15
japan_censored	日本有码	JURA	Center Village / センタービレッジ	Center Village	センタービレッジ	std3_dmm	active	五十路纪录片线 系列号 · 本地库确认
japan_censored	日本有码	JUSD	Madonna / 麦当娜		マドンナ	std3_dmm	active	本地库确认
japan_censored	日本有码	JUTA	熟女JAPAN		熟女JAPAN	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	JUVR	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=294；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	JUX	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史主线 · 本地库确认
